Timestamp,Open,High,Low,Close,Volume,WAP,Count,YesterdayClose,Bid,Ask,BidSize,AskSize,PutVol,CallVol,ShortableShares
20260306 09:19:20 America/New_York,398.4600,398.4600,398.3800,398.3800,8.000000000000000000,398.401123595505623598,4,405.5500,398.3500,398.5000,1,3,0,0,53624704
20260306 09:19:25 America/New_York,398.3500,398.4200,398.3500,398.3800,8.000000000000000000,398.381746478873196793,7,405.5500,398.3500,398.4200,1,1,0,0,53624704
20260306 09:19:30 America/New_York,398.3200,398.3500,398.3200,398.3500,4.000000000000000000,398.330285714285707854,3,405.5500,398.3000,398.3500,3,3,0,0,53624704
20260306 09:19:35 America/New_York,398.3200,398.3500,398.3000,398.3500,12.000000000000000000,398.334989898989874746,5,405.5500,398.3000,398.4000,3,1,0,0,53624714
20260306 09:19:40 America/New_York,398.3000,398.3100,398.3000,398.3000,16.000000000000000000,398.302168674698805262,7,405.5500,398.2900,398.3000,2,3,0,0,53624714
20260306 09:19:45 America/New_York,398.3000,398.3700,398.2900,398.3700,12.000000000000000000,398.312902584492974256,9,405.5500,398.2300,398.4200,3,1,0,0,53624714
20260306 09:19:50 America/New_York,398.2700,398.2700,398.2700,398.2700,12.000000000000000000,398.269999999999981810,1,405.5500,398.3100,398.3800,1,2,0,0,53625184
20260306 09:19:55 America/New_York,398.3100,398.3100,398.3100,398.3100,6.000000000000000000,398.310000000000002274,2,405.5500,398.3300,398.3800,1,1,0,0,53625134
20260306 09:20:00 America/New_York,398.3700,398.3700,398.3700,398.3700,2.000000000000000000,398.370000000000004547,1,405.5500,398.3600,398.3800,1,1,0,0,53625134
20260306 09:20:05 America/New_York,398.3700,398.4200,398.3500,398.3500,8.000000000000000000,398.377701863353991030,6,405.5500,398.3100,398.5000,3,5,0,0,53625134
20260306 09:20:10 America/New_York,398.3300,398.3500,398.3000,398.3000,14.000000000000000000,398.328962585033991672,8,405.5500,398.2200,398.4100,3,1,0,0,53625134
20260306 09:20:15 America/New_York,398.2800,398.2800,398.2700,398.2700,2.000000000000000000,398.276116504854371669,2,405.5500,398.2400,398.4100,1,1,0,0,53625134
20260306 09:20:20 America/New_York,398.3000,398.3000,398.2800,398.2900,6.000000000000000000,398.292404580152719973,5,405.5500,398.2400,398.3300,1,4,0,0,53625126
20260306 09:20:25 America/New_York,398.3100,398.3100,398.3100,398.3100,2.000000000000000000,398.310000000000002274,2,405.5500,398.2400,398.3300,1,4,0,0,53625126
20260306 09:20:30 America/New_York,398.3000,398.3700,398.3000,398.3600,7.000000000000000000,398.331135646687698681,5,405.5500,398.2400,398.3700,1,2,0,0,53625126
20260306 09:20:35 America/New_York,398.3700,398.5000,398.3400,398.4200,163.000000000000000000,398.415759386973206801,24,405.5500,398.3100,398.6100,1,2,0,0,53625126
20260306 09:20:40 America/New_York,398.5700,398.5700,398.5700,398.5700,8.000000000000000000,398.569999999999993179,6,405.5500,398.5000,398.6100,1,5,0,0,53625126
20260306 09:20:45 America/New_York,398.5100,398.5100,398.5100,398.5100,1.000000000000000000,398.509999999999990905,1,405.5500,398.5000,398.6100,1,5,0,0,53625126
20260306 09:20:50 America/New_York,398.5700,398.5700,398.5700,398.5700,2.000000000000000000,398.569999999999993179,1,405.5500,398.5000,398.6100,1,5,0,0,53625126
20260306 09:20:55 America/New_York,398.5700,398.6100,398.5700,398.6100,4.000000000000000000,398.589634146341495580,3,405.5500,398.5000,398.6100,13,5,0,0,53625136
20260306 09:21:00 America/New_York,398.5700,398.6100,398.5700,398.6100,7.000000000000000000,398.592614840989426739,2,405.5500,398.5000,398.6100,15,5,0,0,53624924
20260306 09:21:05 America/New_York,398.5000,398.6100,398.5000,398.5100,5.000000000000000000,398.532159624413111487,4,405.5500,398.5000,398.6100,16,3,0,0,53624924
20260306 09:21:10 America/New_York,398.6000,398.6000,398.5600,398.5600,5.000000000000000000,398.575796460177002700,2,405.5500,398.5000,398.6100,16,5,0,0,53624924
20260306 09:21:15 America/New_York,398.5000,398.5100,398.5000,398.5100,23.000000000000000000,398.501764069264083901,11,405.5500,398.3500,398.5000,2,3,0,0,53624924
20260306 09:21:20 America/New_York,398.5000,398.6100,398.4900,398.6100,6.000000000000000000,398.533070866141713395,3,405.5500,398.3500,398.5700,2,2,0,0,53624902
20260306 09:21:25 America/New_York,398.3500,398.6100,398.3500,398.6100,32.000000000000000000,398.492492187499976808,10,405.5500,398.3500,398.6800,3,11,0,0,53624902
20260306 09:21:30 America/New_York,398.7000,398.7000,398.6800,398.7000,20.000000000000000000,398.688564417177872201,4,405.5500,398.3500,398.9000,8,10,0,0,53624902
20260306 09:21:35 America/New_York,398.7000,398.7000,398.7000,398.7000,0.000000000000000000,398.699999999999988631,0,405.5500,398.6800,398.9000,2,10,0,0,53624802
20260306 09:21:40 America/New_York,398.7100,398.8300,398.7100,398.8200,4.000000000000000000,398.778282208589018865,2,405.5500,398.3600,398.9000,1,10,0,0,53624937
20260306 09:21:45 America/New_York,398.7700,398.7700,398.7700,398.7700,1.000000000000000000,398.769999999999981810,1,405.5500,398.5000,398.9000,13,10,0,0,53624937
20260306 09:21:50 America/New_York,398.8900,398.8900,398.7100,398.7100,35.000000000000000000,398.772076655052273964,14,405.5500,398.7000,398.9000,13,10,0,0,53624937
20260306 09:21:55 America/New_York,398.8200,398.8300,398.7000,398.7200,4.000000000000000000,398.731538461538491447,3,405.5500,398.7000,398.9000,13,9,0,0,53625006
20260306 09:22:00 America/New_York,398.8200,398.8800,398.8200,398.8700,2.000000000000000000,398.843893805309676281,2,405.5500,398.7000,398.9000,14,9,0,0,53625006
20260306 09:22:05 America/New_York,398.8700,398.8700,398.8700,398.8700,0.000000000000000000,398.870000000000004547,0,405.5500,398.7600,398.9000,3,9,0,0,53625006
20260306 09:22:10 America/New_York,398.9000,398.9000,398.7600,398.7600,8.000000000000000000,398.812229102167179917,5,405.5500,398.7000,398.9000,13,9,0,0,53625006
20260306 09:22:15 America/New_York,398.8500,398.8500,398.8500,398.8500,1.000000000000000000,398.850000000000022737,1,405.5500,398.7000,398.8300,13,1,0,0,53625006
20260306 09:22:20 America/New_York,398.9000,398.9400,398.9000,398.9400,12.000000000000000000,398.913468208092524492,6,405.5500,398.8000,399.0000,7,38,0,0,53625006
20260306 09:22:25 America/New_York,398.8800,398.8800,398.8500,398.8500,8.000000000000000000,398.874384384384427449,3,405.5500,398.8500,398.8900,2,3,0,0,53625031
20260306 09:22:30 America/New_York,398.8900,398.8900,398.8700,398.8700,55.000000000000000000,398.870893655049201243,3,405.5500,398.9000,399.0000,3,37,0,0,53625026
20260306 09:22:35 America/New_York,398.9800,398.9900,398.9000,398.9000,14.000000000000000000,398.972859680284216211,4,405.5500,398.9200,399.1000,4,2,0,0,53625026
20260306 09:22:40 America/New_York,399.0000,399.0500,399.0000,399.0100,38.000000000000000000,399.004793171372284633,14,405.5500,399.0000,399.2500,17,4,0,0,53625026
20260306 09:22:45 America/New_York,399.1000,399.1400,399.1000,399.1400,3.000000000000000000,399.113150684931497381,2,405.5500,399.0500,399.2500,1,4,0,0,53625026
20260306 09:22:50 America/New_York,399.0600,399.0600,399.0500,399.0500,11.000000000000000000,399.056455981941326172,7,405.5500,399.0100,399.2500,3,4,0,0,53625026
20260306 09:22:55 America/New_York,399.2500,399.2500,399.2000,399.2000,2.000000000000000000,399.227777777777816937,2,405.5500,399.0900,399.2500,2,4,0,0,53624926
20260306 09:23:00 America/New_York,399.2500,399.2500,399.1400,399.2500,6.000000000000000000,399.206538461538514184,3,405.5500,399.1400,399.2500,2,7,0,0,53624926
20260306 09:23:05 America/New_York,399.2300,399.2300,399.0900,399.1200,7.000000000000000000,399.126984126984211798,6,405.5500,399.0000,399.2500,23,7,0,0,53624602
20260306 09:23:10 America/New_York,399.0600,399.2300,399.0000,399.0000,43.000000000000000000,399.049127439724486521,18,405.5500,399.0000,399.1200,2,7,0,0,53624602
20260306 09:23:15 America/New_York,399.1000,399.1000,399.1000,399.1000,1.000000000000000000,399.100000000000022737,1,405.5500,399.0000,399.1200,2,7,0,0,53624602
20260306 09:23:20 America/New_York,399.0000,399.0000,399.0000,399.0000,6.000000000000000000,399.000000000000000000,1,405.5500,399.0500,399.1200,2,7,0,0,53624601
20260306 09:23:25 America/New_York,399.0500,399.0500,399.0000,399.0000,25.000000000000000000,399.004465534465509791,4,405.5500,398.8000,399.0000,2,13,0,0,53624601
20260306 09:23:30 America/New_York,399.0000,399.0000,398.8000,398.8000,42.000000000000000000,398.852453271028025483,5,405.5500,398.8000,399.0000,2,13,0,0,53624481
20260306 09:23:35 America/New_York,399.1200,399.1200,399.1200,399.1200,7.000000000000000000,399.120000000000004547,1,405.5500,398.8200,399.1200,1,12,0,0,53624381
20260306 09:23:40 America/New_York,398.9900,399.0000,398.9900,398.9900,4.000000000000000000,398.993264248704690544,3,405.5500,398.8200,399.1200,1,13,0,0,53624125
20260306 09:23:45 America/New_York,398.8200,399.0000,398.8200,399.0000,8.000000000000000000,398.932500000000004547,3,405.5500,398.9000,399.1200,1,13,0,0,53624125
20260306 09:23:50 America/New_York,399.0900,399.1000,399.0800,399.0800,3.000000000000000000,399.085599999999999454,2,405.5500,398.9000,399.1100,1,6,0,0,53624129
20260306 09:23:55 America/New_York,399.1100,399.1200,399.1000,399.1100,26.000000000000000000,399.111895734597226237,7,405.5500,399.0000,399.2200,3,3,0,0,53624129
20260306 09:24:00 America/New_York,399.2200,399.2200,399.0000,399.0000,60.000000000000000000,399.098242122719682357,24,405.5500,399.0000,399.2200,11,2,0,0,53624129
20260306 09:24:05 America/New_York,399.1800,399.3000,399.1800,399.2500,35.000000000000000000,399.236129486277320666,9,405.5500,399.1000,399.2500,3,3,0,0,53624134
20260306 09:24:10 America/New_York,399.2200,399.2300,399.1100,399.1800,13.000000000000000000,399.194478976233995127,10,405.5500,399.1000,399.2500,1,2,0,0,53624134
20260306 09:24:15 America/New_York,399.1100,399.2500,399.1100,399.1700,30.000000000000000000,399.231666666666683341,3,405.5500,399.1000,399.2500,1,2,0,0,53624134
20260306 09:24:20 America/New_York,399.1000,399.2000,399.1000,399.1800,63.000000000000000000,399.115282796543624499,8,405.5500,399.1000,399.2000,1,6,0,0,53624134
20260306 09:24:25 America/New_York,399.1700,399.2100,399.1700,399.2000,21.000000000000000000,399.199638273045479764,13,405.5500,399.1000,399.2000,3,2,0,0,53624134
20260306 09:24:30 America/New_York,399.2000,399.2000,399.1100,399.1200,5.000000000000000000,399.139205607476583282,4,405.5500,399.1000,399.1700,4,2,0,0,53624169
20260306 09:24:35 America/New_York,399.1000,399.1000,399.1000,399.1000,4.000000000000000000,399.100000000000022737,3,405.5500,399.0200,399.1700,5,2,0,0,53624169
20260306 09:24:40 America/New_York,399.1000,399.1700,399.0200,399.1700,38.000000000000000000,399.085435630689175923,4,405.5500,399.0200,399.1700,5,2,0,0,53624169
20260306 09:24:45 America/New_York,399.1000,399.2000,399.1000,399.2000,3.000000000000000000,399.167333333333317569,2,405.5500,399.0200,399.2000,5,3,0,0,53624199
20260306 09:24:50 America/New_York,399.2000,399.2000,399.2000,399.2000,6.000000000000000000,399.199999999999988631,4,405.5500,399.1200,399.2500,1,5,0,0,53624199
20260306 09:24:55 America/New_York,399.2000,399.2100,399.1200,399.1500,9.000000000000000000,399.161790633608802636,5,405.5500,399.0000,399.1500,36,4,0,0,53624199
20260306 09:25:00 America/New_York,399.1200,399.1500,399.0000,399.0200,23.000000000000000000,399.074288793103391981,8,405.5500,399.0000,399.1500,28,4,0,0,53624199
20260306 09:25:05 America/New_York,399.0000,399.1500,399.0000,399.1500,7.000000000000000000,399.099794520547902721,2,405.5500,399.0000,399.1500,11,6,0,0,53623949
20260306 09:25:10 America/New_York,399.1500,399.1500,398.8000,398.9800,43.000000000000000000,398.986488812392394721,16,405.5500,398.7000,398.8100,3,1,0,0,53623979
20260306 09:25:15 America/New_York,398.7700,398.7700,398.7700,398.7700,2.000000000000000000,398.769999999999981810,2,405.5500,398.7000,398.8500,3,2,0,0,53623929
20260306 09:25:20 America/New_York,398.7200,398.8100,398.7000,398.8100,12.000000000000000000,398.732182539682526112,7,405.5500,398.7000,398.8500,2,3,0,0,53623929
20260306 09:25:25 America/New_York,398.7000,398.8400,398.7000,398.7100,6.000000000000000000,398.772413793103396529,5,405.5500,398.7000,398.8500,2,2,0,0,53623929
20260306 09:25:30 America/New_York,398.8400,398.8400,398.8400,398.8400,2.000000000000000000,398.839999999999974989,1,405.5500,398.7000,398.8500,6,2,0,0,53623929
20260306 09:25:35 America/New_York,398.8500,398.8500,398.8300,398.8300,8.000000000000000000,398.843888888888898236,2,405.5500,398.7000,398.8500,4,3,0,0,53623927
20260306 09:25:40 America/New_York,398.7200,398.7200,398.7000,398.7000,3.000000000000000000,398.710270270270314086,2,405.5500,398.7000,398.8500,4,2,0,0,53623915
20260306 09:25:45 America/New_York,398.7100,398.7100,398.7100,398.7100,2.000000000000000000,398.709999999999979536,1,405.5500,398.7000,398.8500,5,2,0,0,53623915
20260306 09:25:50 America/New_York,398.7800,399.0000,398.7700,399.0000,32.000000000000000000,398.827941176470574192,7,405.5500,398.8000,399.0000,2,9,0,0,53623840
20260306 09:25:55 America/New_York,399.0000,399.0000,399.0000,399.0000,2.000000000000000000,399.000000000000000000,1,405.5500,398.6800,398.9800,4,1,0,0,53623843
20260306 09:26:00 America/New_York,398.8000,398.8000,398.6600,398.6600,5.000000000000000000,398.694044444444386954,3,405.5500,398.8000,399.0000,12,10,0,0,53624103
20260306 09:26:05 America/New_York,398.9400,398.9700,398.9400,398.9700,12.000000000000000000,398.967595190380791337,2,405.5500,398.8000,399.0000,12,10,0,0,53624133
20260306 09:26:10 America/New_York,398.9800,398.9800,398.9800,398.9800,3.000000000000000000,398.980000000000018190,1,405.5500,398.8500,399.0000,1,10,0,0,53624133
20260306 09:26:15 America/New_York,398.9800,398.9800,398.9800,398.9800,1.000000000000000000,398.980000000000018190,1,405.5500,398.8500,399.0000,1,9,0,0,53624767
20260306 09:26:20 America/New_York,398.8500,398.9000,398.8500,398.9000,3.000000000000000000,398.882281879194579233,2,405.5500,398.8000,398.9000,14,1,0,0,53624767
20260306 09:26:25 America/New_York,398.8000,398.8000,398.8000,398.8000,5.000000000000000000,398.800000000000011369,2,405.5500,398.5400,398.9000,2,1,0,0,53625275
20260306 09:26:30 America/New_York,398.8000,398.8000,398.6600,398.6600,20.000000000000000000,398.762958435207792718,7,405.5500,398.7000,398.8000,15,2,0,0,53625276
20260306 09:26:35 America/New_York,398.7800,398.8000,398.7000,398.8000,21.000000000000000000,398.766701149425273343,4,405.5500,398.7000,398.8000,15,2,0,0,53625276
20260306 09:26:40 America/New_York,398.7000,398.7000,398.5100,398.5800,26.000000000000000000,398.640018832391717751,9,405.5500,398.5800,398.7000,10,7,0,0,53625247
20260306 09:26:45 America/New_York,398.6300,398.6300,398.6300,398.6300,1.000000000000000000,398.629999999999995453,1,405.5500,398.5800,398.7000,10,7,0,0,53625247
20260306 09:26:50 America/New_York,398.7000,398.7000,398.6400,398.7000,17.000000000000000000,398.692085714285724407,4,405.5500,398.5800,398.7000,9,7,0,0,53625227
20260306 09:26:55 America/New_York,398.5800,398.5800,398.5800,398.5800,30.000000000000000000,398.579999999999984084,2,405.5500,398.4800,398.6000,49,1,0,0,53625227
20260306 09:27:00 America/New_York,398.5000,398.5000,398.4700,398.5000,108.000000000000000000,398.489944700460796412,14,405.5500,398.4700,398.5000,1,2,0,0,53625208
20260306 09:27:05 America/New_York,398.5000,398.5000,398.3000,398.3100,16.000000000000000000,398.400796875000025921,10,405.5500,398.3100,398.5000,3,4,0,0,53625048
20260306 09:27:10 America/New_York,398.4500,398.4900,398.4500,398.4800,14.000000000000000000,398.485796847635697304,3,405.5500,398.3100,398.5000,3,4,0,0,53625142
20260306 09:27:15 America/New_York,398.3400,398.5000,398.3200,398.3200,20.000000000000000000,398.446699266503685521,10,405.5500,398.5000,398.6900,7,1,0,0,53625142
20260306 09:27:20 America/New_York,398.5000,398.5000,398.5000,398.5000,8.000000000000000000,398.500000000000000000,4,405.5500,398.3200,398.7000,1,1,0,0,53625142
20260306 09:27:25 America/New_York,398.5000,398.5000,398.5000,398.5000,0.000000000000000000,398.500000000000000000,0,405.5500,398.4400,398.7000,3,1,0,0,53625142
20260306 09:27:30 America/New_York,398.5000,398.5000,398.5000,398.5000,0.000000000000000000,398.500000000000000000,0,405.5500,398.5000,398.7000,40,1,0,0,53610326
20260306 09:27:35 America/New_York,398.5300,398.5300,398.3400,398.3400,43.000000000000000000,398.496660949113788774,4,405.5500,398.5000,398.6000,1,1,0,0,53610356
20260306 09:27:40 America/New_York,398.5000,398.5300,398.5000,398.5000,12.000000000000000000,398.509774590163885932,9,405.5500,398.3100,398.7000,3,2,0,0,53610356
20260306 09:27:45 America/New_York,398.4400,398.5000,398.4400,398.5000,13.000000000000000000,398.489266547406089103,2,405.5500,398.3100,398.7000,3,1,0,0,53610356
20260306 09:27:50 America/New_York,398.5000,398.5000,398.5000,398.5000,0.000000000000000000,398.500000000000000000,0,405.5500,398.3100,398.5000,3,14,0,0,53610356
20260306 09:27:55 America/New_York,398.3500,398.5000,398.3200,398.4500,59.000000000000000000,398.382328997062472808,11,405.5500,398.1300,398.2500,1,1,0,0,53610356
20260306 09:28:00 America/New_York,398.3000,398.3100,398.1000,398.2000,59.000000000000000000,398.220475792988281682,20,405.5500,398.1000,398.2700,4,5,0,0,53610370
20260306 09:28:05 America/New_York,398.2000,398.2700,398.2000,398.2000,14.000000000000000000,398.237464285714281687,7,405.5500,398.2000,398.3100,9,2,0,0,53610350
20260306 09:28:10 America/New_York,398.2000,398.3100,398.2000,398.2000,10.000000000000000000,398.220371229698400839,5,405.5500,398.2000,398.3100,3,2,0,0,53610350
20260306 09:28:15 America/New_York,398.2000,398.2000,398.2000,398.2000,7.000000000000000000,398.199999999999988631,1,405.5500,398.2000,398.3100,6,2,0,0,53608307
20260306 09:28:20 America/New_York,398.2000,398.2000,398.2000,398.2000,0.000000000000000000,398.199999999999988631,0,405.5500,398.2000,398.2600,5,1,0,0,53608302
20260306 09:28:25 America/New_York,398.2400,398.2600,398.1000,398.1000,13.000000000000000000,398.219819168173614798,10,405.5500,398.0200,398.1900,1,6,0,0,53608302
20260306 09:28:30 America/New_York,398.1100,398.2000,398.0100,398.0100,21.000000000000000000,398.073295324971525133,14,405.5500,398.0000,398.2000,299,10,0,0,53608296
20260306 09:28:35 America/New_York,398.1900,398.1900,398.0000,398.0000,245.000000000000000000,398.001855249745176479,28,405.5500,398.0100,398.2000,2,10,0,0,53608356
20260306 09:28:40 America/New_York,398.0100,398.1500,398.0000,398.0400,109.000000000000000000,398.005241695303595861,18,405.5500,398.1000,398.2000,1,10,0,0,53608420
20260306 09:28:45 America/New_York,398.1000,398.1400,398.0500,398.1400,6.000000000000000000,398.074344569288427920,5,405.5500,398.0800,398.2000,5,10,0,0,53608420
20260306 09:28:50 America/New_York,398.1900,398.1900,398.1600,398.1600,9.000000000000000000,398.171392405063272690,5,405.5500,398.0800,398.2000,4,10,0,0,53608350
20260306 09:28:55 America/New_York,398.0800,398.1500,398.0800,398.1000,8.000000000000000000,398.094589665653472821,5,405.5500,398.0400,398.1000,5,2,0,0,53605352
20260306 09:29:00 America/New_York,398.1000,398.1400,398.0800,398.0800,22.000000000000000000,398.114562363238519538,11,405.5500,398.0800,398.2000,3,11,0,0,53605398
20260306 09:29:05 America/New_York,398.0800,398.4500,398.0800,398.1800,211.000000000000000000,398.275065703800180472,60,405.5500,398.2000,398.4800,13,2,0,0,53605398
20260306 09:29:10 America/New_York,398.2900,398.4600,398.2900,398.4500,12.000000000000000000,398.374243027888383040,7,405.5500,398.2000,398.4700,13,10,0,0,53605398
20260306 09:29:15 America/New_York,398.4200,398.4200,398.4200,398.4200,1.000000000000000000,398.420000000000015916,1,405.5500,398.2000,398.4400,14,9,0,0,53605098
20260306 09:29:20 America/New_York,398.2300,398.2300,398.2200,398.2200,5.000000000000000000,398.224868421052576650,2,405.5500,398.2300,398.3300,4,9,0,0,53604399
20260306 09:29:25 America/New_York,398.2300,398.3200,398.0800,398.0800,37.000000000000000000,398.202704318936923755,12,405.5500,398.0300,398.3200,5,2,0,0,53604344
20260306 09:29:30 America/New_York,398.0600,398.3000,398.0400,398.3000,36.000000000000000000,398.135605226960080927,11,405.5500,398.0300,398.3100,4,2,0,0,53604744
20260306 09:29:35 America/New_York,398.1700,398.1700,398.1700,398.1700,1.000000000000000000,398.170000000000015916,1,405.5500,398.0300,398.3100,4,2,0,0,53604744
20260306 09:29:40 America/New_York,398.2200,398.3000,398.1000,398.1000,11.000000000000000000,398.202428256070618318,8,405.5500,398.0300,398.3100,4,2,0,0,53604744
20260306 09:29:45 America/New_York,398.1000,398.1000,398.0600,398.0600,3.000000000000000000,398.076393442622986640,2,405.5500,398.1000,398.3200,12,1,0,0,53604744
20260306 09:29:50 America/New_York,398.3000,398.3100,398.1100,398.3000,21.000000000000000000,398.192473867595822412,10,405.5500,398.1000,398.1900,19,2,0,0,53604717
20260306 09:29:55 America/New_York,398.1000,398.1900,398.0400,398.0400,52.000000000000000000,398.116283143939426736,14,405.5500,398.0300,398.0900,5,18,0,0,53604717
20260306 09:30:00 America/New_York,398.0900,398.2700,396.9900,396.9900,7525.000000000000000000,397.988256438196003728,570,405.5500,396.3800,396.4500,7,2,9075,7187,53601051
20260306 09:30:05 America/New_York,396.4800,398.1700,396.4700,396.6600,522.000000000000000000,396.838866580620504010,137,405.5500,396.0300,396.3100,1,19,11450,8573,53601360
20260306 09:30:10 America/New_York,396.8300,397.0400,396.0300,396.5400,1807.000000000000000000,396.409463766913006566,657,405.5500,395.9300,396.0800,2,8,13072,9941,53600769
20260306 09:30:15 America/New_York,396.5800,396.9000,396.0200,396.1600,1522.000000000000000000,396.366839883719023874,449,405.5500,395.6000,395.6900,5,6,13486,10797,53600874
20260306 09:30:20 America/New_York,396.1600,396.4900,396.0100,396.1800,1047.000000000000000000,396.181502541220311286,365,405.5500,395.7700,395.8800,2,1,13943,11016,53600959
20260306 09:30:25 America/New_York,396.1800,396.3400,395.8000,396.0900,1536.000000000000000000,396.029696304248773231,447,405.5500,396.0000,396.2400,1,8,14619,11634,53600982
20260306 09:30:30 America/New_York,396.1100,396.3200,395.5700,395.6400,868.000000000000000000,395.817127840336411282,226,405.5500,395.9900,396.2400,9,1,15234,11835,53600677
20260306 09:30:35 America/New_York,395.6700,396.2500,395.6300,396.0000,953.000000000000000000,395.998674673519701628,243,405.5500,396.0100,396.2400,44,2,15902,12215,53600566
20260306 09:30:40 America/New_York,396.0200,396.2700,395.9500,396.2200,935.000000000000000000,396.128380848050881013,241,405.5500,396.1200,396.2500,10,7,16157,12695,53600394
20260306 09:30:45 America/New_York,396.2200,396.3200,395.8900,396.2200,960.000000000000000000,396.089502745179686372,291,405.5500,396.1400,396.3000,12,3,16921,13452,53598623
20260306 09:30:50 America/New_York,396.3000,396.5900,396.1000,396.5900,854.000000000000000000,396.365954714331678588,224,405.5500,396.4800,396.6500,7,4,17415,13963,53599070
20260306 09:30:55 America/New_York,396.5600,396.8600,396.3700,396.7700,952.000000000000000000,396.596710484886614267,296,405.5500,396.5000,396.7000,11,6,17957,14763,53600300
20260306 09:31:00 America/New_York,396.6800,396.7700,395.5100,395.5100,1349.000000000000000000,396.141022321015100260,439,405.5500,395.5100,395.5900,5,1,19609,17159,53600558
20260306 09:31:05 America/New_York,395.5200,396.2200,395.5000,395.9300,1259.000000000000000000,395.957851133071415006,310,405.5500,395.9200,396.2200,2,2,20329,18082,53600482
20260306 09:31:10 America/New_York,395.8400,396.2100,395.5400,395.8700,1151.000000000000000000,395.873008707358906122,344,405.5500,395.5400,395.7600,4,3,21056,18512,53600462
20260306 09:31:15 America/New_York,395.8800,396.1700,395.8100,396.0200,365.000000000000000000,396.026698126111284637,132,405.5500,396.2400,396.4600,1,5,22594,19477,53599831
20260306 09:31:20 America/New_York,396.1300,396.7500,396.1300,396.5900,604.000000000000000000,396.457398609501694864,194,405.5500,396.5000,396.6300,8,2,23294,20109,53600011
20260306 09:31:25 America/New_York,396.5600,396.7600,396.3900,396.6600,767.000000000000000000,396.586251750073301992,209,405.5500,396.6400,396.7500,13,2,24270,20547,53600127
20260306 09:31:30 America/New_York,396.6400,396.7500,396.2500,396.5600,587.000000000000000000,396.500601123117519364,201,405.5500,396.4700,396.6900,1,9,24844,21573,53600260
20260306 09:31:35 America/New_York,396.6800,396.6800,395.7500,395.9500,870.000000000000000000,396.085350579993075826,264,405.5500,395.7600,395.9700,1,3,25684,22634,53600152
20260306 09:31:40 America/New_York,395.9600,396.1900,395.8400,396.1700,656.000000000000000000,396.037474466463379486,216,405.5500,396.1300,396.2300,1,10,26616,23075,53600162
20260306 09:31:45 America/New_York,396.1300,396.3100,396.0600,396.1800,565.000000000000000000,396.196589270708898312,211,405.5500,396.1000,396.2300,2,7,27139,23857,53602786
20260306 09:31:50 America/New_York,396.1500,396.4600,395.9000,396.4600,779.000000000000000000,396.185817161186889734,280,405.5500,396.3500,396.5000,6,4,37707,24670,53602591
20260306 09:31:55 America/New_York,396.3500,396.5000,396.2300,396.4100,405.000000000000000000,396.370353180473387056,167,405.5500,396.3800,396.5400,1,1,38440,25733,53602585
20260306 09:32:00 America/New_York,396.4400,396.4700,396.0000,396.1000,1574.000000000000000000,396.140007306110078389,358,405.5500,396.0900,396.1900,1,1,49082,26888,53597197
20260306 09:32:05 America/New_York,396.1000,396.2200,395.6100,395.8600,1407.000000000000000000,395.846945233698022548,425,405.5500,395.8000,395.9500,1,12,50463,28238,53595175
20260306 09:32:10 America/New_York,395.8800,396.1800,395.5300,395.6900,1139.000000000000000000,395.868166081614788254,311,405.5500,395.6400,395.7500,5,3,51333,29171,53595180
20260306 09:32:15 America/New_York,395.7000,395.8600,395.5000,395.7500,842.000000000000000000,395.661082148264711122,217,405.5500,395.7000,395.8000,1,7,52039,29930,53595301
20260306 09:32:20 America/New_York,395.7500,395.9500,395.3900,395.9100,1416.000000000000000000,395.576519889873281954,446,405.5500,395.8000,395.9400,1,16,53257,31396,53595141
20260306 09:32:25 America/New_York,395.8600,395.9400,395.4200,395.5400,702.000000000000000000,395.743020076890218206,222,405.5500,395.5000,395.5900,1,6,53973,31928,53595340
20260306 09:32:30 America/New_York,395.5700,395.7700,395.5400,395.6300,614.000000000000000000,395.673152196035289307,208,405.5500,395.6000,395.6700,1,10,54449,32568,53595354
20260306 09:32:35 America/New_York,395.6300,396.1200,395.5500,395.9600,638.000000000000000000,395.818879840256784064,185,405.5500,395.9000,396.0200,2,12,56364,33595,53595341
20260306 09:32:40 America/New_York,395.9700,396.1800,395.8900,396.1400,621.000000000000000000,396.015441353806579627,226,405.5500,396.2200,396.3000,8,3,56738,34450,53595224
20260306 09:32:45 America/New_York,396.1800,396.4300,396.1200,396.3100,481.000000000000000000,396.287982761306409429,175,405.5500,396.2200,396.3500,6,5,57144,34916,53594085
20260306 09:32:50 America/New_York,396.3500,396.5500,396.0800,396.5200,494.000000000000000000,396.318298119692713044,207,405.5500,396.4000,396.5000,1,15,58167,36222,53594230
20260306 09:32:55 America/New_York,396.5400,396.5800,396.3700,396.5100,432.000000000000000000,396.480497719267873435,166,405.5500,396.4900,396.5500,9,2,58841,36842,53594270
20260306 09:33:00 America/New_York,396.4700,396.7800,396.3800,396.5500,887.000000000000000000,396.584128174055194904,277,405.5500,396.5300,396.5900,1,5,59222,38008,53592696
20260306 09:33:05 America/New_York,396.5400,396.7800,396.4500,396.7300,469.000000000000000000,396.562547089496604258,156,405.5500,396.6700,396.7800,1,14,59643,38734,53589690
