Timestamp,Open,High,Low,Close,Volume,WAP,Count,YesterdayClose
20260218 09:30:00 America/New_York,188.7400,188.7600,188.1900,188.2900,11392.0000000000000000,188.5680000000000000,794,188.7400
20260218 09:30:05 America/New_York,188.1900,188.5300,188.1000,188.4000,1794.0000000000000000,188.2950000000000000,943,188.7400
20260218 09:30:10 America/New_York,188.4500,188.4700,188.1200,188.4100,725.0000000000000000,188.2730000000000000,429,188.7400
20260218 09:30:15 America/New_York,188.3500,188.6400,188.1900,188.2600,1517.0000000000000000,188.4740000000000000,824,188.7400
20260218 09:30:20 America/New_York,188.2500,188.3800,187.8800,187.9400,2012.0000000000000000,188.0630000000000000,613,188.7400
20260218 09:30:25 America/New_York,188.0500,188.3200,187.9700,188.3200,690.0000000000000000,188.1860000000000000,265,188.7400
20260218 09:30:30 America/New_York,188.3200,188.4500,188.1700,188.2300,591.0000000000000000,188.3040000000000000,339,188.7400
20260218 09:30:35 America/New_York,188.2700,188.3100,188.1700,188.2800,421.0000000000000000,188.2350000000000000,216,188.7400
20260218 09:30:40 America/New_York,188.2400,188.4400,188.0700,188.1700,549.0000000000000000,188.2640000000000000,254,188.7400
20260218 09:30:45 America/New_York,188.1700,188.3000,188.0800,188.2400,1253.0000000000000000,188.1790000000000000,359,188.7400
20260218 09:30:50 America/New_York,188.2400,188.4400,188.1600,188.4000,909.0000000000000000,188.3160000000000000,445,188.7400
20260218 09:30:55 America/New_York,188.3900,188.7400,188.3900,188.6600,1156.0000000000000000,188.5830000000000000,426,188.7400
20260218 09:31:00 America/New_York,188.6500,188.7100,188.2900,188.3400,1233.0000000000000000,188.5230000000000000,644,188.7400
20260218 09:31:05 America/New_York,188.3100,188.5900,188.3000,188.4100,692.0000000000000000,188.4380000000000000,403,188.7400
20260218 09:31:10 America/New_York,188.4700,188.5500,188.3000,188.5500,701.0000000000000000,188.4190000000000000,347,188.7400
20260218 09:31:15 America/New_York,188.5300,188.5600,188.2700,188.2700,582.0000000000000000,188.4660000000000000,301,188.7400
20260218 09:31:20 America/New_York,188.2800,188.5900,188.2600,188.5500,843.0000000000000000,188.4040000000000000,352,188.7400
20260218 09:31:25 America/New_York,188.5500,188.8900,188.5000,188.8200,990.0000000000000000,188.7670000000000000,411,188.7400
20260218 09:31:30 America/New_York,188.6700,188.8500,188.5700,188.7500,578.0000000000000000,188.7200000000000000,256,188.7400
20260218 09:31:35 America/New_York,188.7500,189.0600,188.7300,189.0600,1606.0000000000000000,188.9340000000000000,581,188.7400
20260218 09:31:40 America/New_York,189.0500,189.1900,189.0300,189.0300,1306.0000000000000000,189.1140000000000000,480,188.7400
20260218 09:31:45 America/New_York,189.0300,189.1900,188.5800,188.7400,1476.0000000000000000,188.9300000000000000,613,188.7400
20260218 09:31:50 America/New_York,188.7500,188.8100,188.5600,188.6500,675.0000000000000000,188.6700000000000000,298,188.7400
20260218 09:31:55 America/New_York,188.6300,188.6800,188.4000,188.5100,600.0000000000000000,188.5300000000000000,257,188.7400
20260218 09:32:00 America/New_York,188.5500,188.5500,188.1400,188.3200,1033.0000000000000000,188.2450000000000000,488,188.7400
20260218 09:32:05 America/New_York,188.3300,188.5400,188.2100,188.2800,821.0000000000000000,188.3730000000000000,474,188.7400
20260218 09:32:10 America/New_York,188.2400,188.3200,188.0400,188.0400,735.0000000000000000,188.1780000000000000,337,188.7400
20260218 09:32:15 America/New_York,188.0600,188.0700,187.7300,187.7700,1171.0000000000000000,187.8980000000000000,474,188.7400
20260218 09:32:20 America/New_York,187.7600,187.8200,187.7000,187.7400,696.0000000000000000,187.7570000000000000,394,188.7400
20260218 09:32:25 America/New_York,187.7500,187.7500,187.5700,187.6900,770.0000000000000000,187.6380000000000000,274,188.7400
20260218 09:32:30 America/New_York,187.6900,187.7000,187.5700,187.6000,731.0000000000000000,187.6410000000000000,377,188.7400
20260218 09:32:35 America/New_York,187.5900,187.6500,187.3800,187.5000,1119.0000000000000000,187.4730000000000000,458,188.7400
20260218 09:32:40 America/New_York,187.5200,187.7700,187.4800,187.5300,741.0000000000000000,187.6480000000000000,289,188.7400
20260218 09:32:45 America/New_York,187.5300,187.8500,187.4400,187.7800,447.0000000000000000,187.6200000000000000,237,188.7400
20260218 09:32:50 America/New_York,187.7600,187.8600,187.5300,187.8400,1099.0000000000000000,187.7480000000000000,336,188.7400
20260218 09:32:55 America/New_York,187.8400,187.9800,187.6200,187.6400,500.0000000000000000,187.8390000000000000,203,188.7400
20260218 09:33:00 America/New_York,187.6900,187.8800,187.6300,187.8500,488.0000000000000000,187.7190000000000000,215,188.7400
20260218 09:33:05 America/New_York,187.8500,188.0000,187.7000,187.7900,645.0000000000000000,187.8680000000000000,315,188.7400
20260218 09:33:10 America/New_York,187.7800,187.9000,187.6800,187.7600,601.0000000000000000,187.7730000000000000,361,188.7400
20260218 09:33:15 America/New_York,187.7600,187.8000,187.6800,187.7600,616.0000000000000000,187.7520000000000000,348,188.7400
20260218 09:33:20 America/New_York,187.7400,188.0400,187.7400,187.9500,610.0000000000000000,187.9410000000000000,294,188.7400
20260218 09:33:25 America/New_York,187.9600,188.0300,187.8200,187.9200,422.0000000000000000,187.8960000000000000,196,188.7400
20260218 09:33:30 America/New_York,187.9200,187.9800,187.7900,187.8100,410.0000000000000000,187.8990000000000000,209,188.7400
20260218 09:33:35 America/New_York,187.8200,188.0900,187.8200,188.0600,353.0000000000000000,187.9770000000000000,150,188.7400
20260218 09:33:40 America/New_York,188.0500,188.1300,187.9300,187.9800,379.0000000000000000,188.0650000000000000,166,188.7400
20260218 09:33:45 America/New_York,187.9900,188.3000,187.9900,188.3000,566.0000000000000000,188.1290000000000000,214,188.7400
20260218 09:33:50 America/New_York,188.3200,188.3600,188.1500,188.1900,515.0000000000000000,188.2580000000000000,227,188.7400
20260218 09:33:55 America/New_York,188.1900,188.2300,188.0200,188.1800,789.0000000000000000,188.1350000000000000,333,188.7400
20260218 09:34:00 America/New_York,188.1800,188.2200,188.0100,188.0500,700.0000000000000000,188.1050000000000000,306,188.7400
20260218 09:34:05 America/New_York,188.0600,188.1100,187.8700,188.0500,866.0000000000000000,187.9930000000000000,373,188.7400
20260218 09:34:10 America/New_York,188.0600,188.1900,187.9800,188.1700,542.0000000000000000,188.0580000000000000,286,188.7400
20260218 09:34:15 America/New_York,188.1600,188.2700,188.0400,188.2100,871.0000000000000000,188.1720000000000000,476,188.7400
20260218 09:34:20 America/New_York,188.2100,188.3500,188.1900,188.2800,629.0000000000000000,188.2840000000000000,241,188.7400
20260218 09:34:25 America/New_York,188.2700,188.3300,188.1600,188.2200,464.0000000000000000,188.2370000000000000,235,188.7400
20260218 09:34:30 America/New_York,188.2100,188.5100,188.1900,188.4900,739.0000000000000000,188.3800000000000000,314,188.7400
20260218 09:34:35 America/New_York,188.4900,188.6500,188.4600,188.6200,532.0000000000000000,188.5520000000000000,214,188.7400
20260218 09:34:40 America/New_York,188.6300,188.6400,188.4300,188.5000,427.0000000000000000,188.5100000000000000,227,188.7400
20260218 09:34:45 America/New_York,188.4900,188.5100,187.9700,188.0300,653.0000000000000000,188.1670000000000000,319,188.7400
